Temp,Humd,Label
26.0,93.0,1
23.0,43.0,1
22.0,24.0,1
-10.0,358.0,0
23.0,39.0,1
78.0,493.0,0
22.0,24.0,1
76.0,297.0,0
22.0,24.0,1
67.0,486.0,0
-17.0,335.0,0
22.0,25.0,1
22.0,24.0,1
-45.0,358.0,0
79.0,-23.0,0
62.0,-61.0,0
23.0,39.0,1
23.0,27.0,1
22.0,24.0,1
0.0,-99.0,0
87.0,-64.0,0
24.0,55.0,1
23.0,36.0,1
70.0,-68.0,0
22.0,26.0,1
22.0,30.0,1
43.0,473.0,0
6.0,249.0,0
23.0,36.0,1
22.0,25.0,1
22.0,24.0,1
23.0,38.0,1
22.0,26.0,1
83.0,329.0,0
75.0,306.0,0
23.0,43.0,1
100.0,-98.0,0
22.0,25.0,1
